Country,NUTS1_ID,NUTS2 code+name,NUTS2_ID,NUTS2_name,Fund,Year,Programming_Period,EU_Payment_annual,Modelled_annual_expenditure,Standard_Deviation_of_annual_expenditure,Standard_Error_of_modelled_annual_expenditure
DE,DE2,DE23 Oberpfalz,DE23,Oberpfalz,ERDF,1989,1989-1993,0,698546,178730,5651
DE,DE2,DE23 Oberpfalz,DE23,Oberpfalz,ERDF,1990,1989-1993,3610170,2911623,178730,5651
DE,DE2,DE23 Oberpfalz,DE23,Oberpfalz,ERDF,1991,1989-1993,0,1131229,289436,9152
DE,DE2,DE23 Oberpfalz,DE23,Oberpfalz,ERDF,1992,1989-1993,5846327,5788009,14921,471
DE,DE2,DE23 Oberpfalz,DE23,Oberpfalz,ERDF,1993,1989-1993,5544935,4626603,234965,7430
DE,DE2,DE23 Oberpfalz,DE23,Oberpfalz,ERDF,1994,1989-1993,798884,644305,39550,1250
DE,DE2,DE23 Oberpfalz,DE23,Oberpfalz,ERDF,1996,1989-1993,0,6876,1759,55
DE,DE2,DE23 Oberpfalz,DE23,Oberpfalz,ERDF,1997,1989-1993,35536,240856,52533,1661
DE,DE2,DE23 Oberpfalz,DE23,Oberpfalz,ERDF,1998,1989-1993,1089348,884455,54292,1716
DE,DE2,DE23 Oberpfalz,DE23,Oberpfalz,ERDF,2000,1989-1993,7302,0,0,0
DE,DE2,DE24 Oberfranken,DE24,Oberfranken,EAFRD,1992,1989-1993,0,3286482,665856,21056
DE,DE2,DE24 Oberfranken,DE24,Oberfranken,EAFRD,1993,1989-1993,14228835,10942353,665856,21056
DE,DE2,DE24 Oberfranken,DE24,Oberfranken,EAFRD,1995,1989-1993,0,432245,87574,2769
DE,DE2,DE24 Oberfranken,DE24,Oberfranken,EAFRD,1996,1989-1993,1871409,1439163,87574,2769
DE,DE2,DE24 Oberfranken,DE24,Oberfranken,EAFRD,1997,1989-1993,0,669539,135651,4289
DE,DE2,DE24 Oberfranken,DE24,Oberfranken,EAFRD,1998,1989-1993,0,2229233,135651,4289
DE,DE2,DE24 Oberfranken,DE24,Oberfranken,EAFRD,1999,1989-1993,151065,0,0,0
DE,DE2,DE24 Oberfranken,DE24,Oberfranken,EAFRD,2002,1989-1993,2747707,0,0,0
DE,DE2,DE24 Oberfranken,DE24,Oberfranken,ERDF,1989,1989-1993,0,39109,4070,128
DE,DE2,DE24 Oberfranken,DE24,Oberfranken,ERDF,1990,1989-1993,99864,60755,4070,128
DE,DE2,DE24 Oberfranken,DE24,Oberfranken,ERDF,1991,1989-1993,0,836738,87093,2754
DE,DE2,DE24 Oberfranken,DE24,Oberfranken,ERDF,1992,1989-1993,2136603,3610401,153402,4851
DE,DE2,DE24 Oberfranken,DE24,Oberfranken,ERDF,1993,1989-1993,5899933,3922768,205796,6507
DE,DE2,DE24 Oberfranken,DE24,Oberfranken,ERDF,1994,1989-1993,850631,526154,36493,1154
DE,DE2,DE24 Oberfranken,DE24,Oberfranken,ERDF,1995,1989-1993,0,34940,32884,1039
DE,DE2,DE24 Oberfranken,DE24,Oberfranken,ERDF,1996,1989-1993,0,111677,58532,1850
DE,DE2,DE24 Oberfranken,DE24,Oberfranken,ERDF,1997,1989-1993,37838,339615,89886,2842
DE,DE2,DE24 Oberfranken,DE24,Oberfranken,ERDF,1998,1989-1993,1159910,710395,47597,1505
DE,DE2,DE24 Oberfranken,DE24,Oberfranken,ERDF,2000,1989-1993,7775,0,0,0
DE,DE2,DE25 Mittelfranken,DE25,Mittelfranken,EAFRD,1992,1989-1993,0,3241150,656671,20765
DE,DE2,DE25 Mittelfranken,DE25,Mittelfranken,EAFRD,1993,1989-1993,14032572,10791421,656671,20765
DE,DE2,DE25 Mittelfranken,DE25,Mittelfranken,EAFRD,1995,1989-1993,0,426283,86367,2731
DE,DE2,DE25 Mittelfranken,DE25,Mittelfranken,EAFRD,1996,1989-1993,1845596,1419313,86367,2731
DE,DE2,DE25 Mittelfranken,DE25,Mittelfranken,EAFRD,1997,1989-1993,0,660304,133780,4230
DE,DE2,DE25 Mittelfranken,DE25,Mittelfranken,EAFRD,1998,1989-1993,0,2198484,133780,4230
DE,DE2,DE25 Mittelfranken,DE25,Mittelfranken,EAFRD,1999,1989-1993,148981,0,0,0
DE,DE2,DE25 Mittelfranken,DE25,Mittelfranken,EAFRD,2002,1989-1993,2709807,0,0,0
DE,DE2,DE25 Mittelfranken,DE25,Mittelfranken,ERDF,1989,1989-1993,0,58160,6053,191
DE,DE2,DE25 Mittelfranken,DE25,Mittelfranken,ERDF,1990,1989-1993,148512,90352,6053,191
DE,DE2,DE25 Mittelfranken,DE25,Mittelfranken,ERDF,1991,1989-1993,0,1244345,129519,4095
DE,DE2,DE25 Mittelfranken,DE25,Mittelfranken,ERDF,1992,1989-1993,3177424,5369165,228130,7214
DE,DE2,DE25 Mittelfranken,DE25,Mittelfranken,ERDF,1993,1989-1993,8774013,5833697,306047,9678
DE,DE2,DE25 Mittelfranken,DE25,Mittelfranken,ERDF,1994,1989-1993,1265006,782464,54271,1716
DE,DE2,DE25 Mittelfranken,DE25,Mittelfranken,ERDF,1995,1989-1993,0,51961,48903,1546
DE,DE2,DE25 Mittelfranken,DE25,Mittelfranken,ERDF,1996,1989-1993,0,166080,87045,2752
DE,DE2,DE25 Mittelfranken,DE25,Mittelfranken,ERDF,1997,1989-1993,56271,505054,133673,4227
DE,DE2,DE25 Mittelfranken,DE25,Mittelfranken,ERDF,1998,1989-1993,1724946,1056456,70784,2238
DE,DE2,DE25 Mittelfranken,DE25,Mittelfranken,ERDF,2000,1989-1993,11562,0,0,0
DE,DE2,DE26 Unterfranken,DE26,Unterfranken,EAFRD,1992,1989-1993,0,1023277,207320,6556
DE,DE2,DE26 Unterfranken,DE26,Unterfranken,EAFRD,1993,1989-1993,4430282,3407004,207320,6556
DE,DE2,DE26 Unterfranken,DE26,Unterfranken,EAFRD,1995,1989-1993,0,134583,27267,862
DE,DE2,DE26 Unterfranken,DE26,Unterfranken,EAFRD,1996,1989-1993,582681,448097,27267,862
DE,DE2,DE26 Unterfranken,DE26,Unterfranken,EAFRD,1997,1989-1993,0,208467,42236,1335
DE,DE2,DE26 Unterfranken,DE26,Unterfranken,EAFRD,1998,1989-1993,0,694092,42236,1335
DE,DE2,DE26 Unterfranken,DE26,Unterfranken,EAFRD,1999,1989-1993,47035,0,0,0
DE,DE2,DE26 Unterfranken,DE26,Unterfranken,EAFRD,2002,1989-1993,855524,0,0,0
DE,DE2,DE26 Unterfranken,DE26,Unterfranken,ERDF,1989,1989-1993,0,45836,4770,150
DE,DE2,DE26 Unterfranken,DE26,Unterfranken,ERDF,1990,1989-1993,117043,71206,4770,150
DE,DE2,DE26 Unterfranken,DE26,Unterfranken,ERDF,1991,1989-1993,0,980672,102074,3227
DE,DE2,DE26 Unterfranken,DE26,Unterfranken,ERDF,1992,1989-1993,2504137,4231454,179790,5685
DE,DE2,DE26 Unterfranken,DE26,Unterfranken,ERDF,1993,1989-1993,6914824,4597553,241196,7627
DE,DE2,DE26 Unterfranken,DE26,Unterfranken,ERDF,1994,1989-1993,996955,616662,42771,1352
DE,DE2,DE26 Unterfranken,DE26,Unterfranken,ERDF,1995,1989-1993,0,40950,38541,1218
DE,DE2,DE26 Unterfranken,DE26,Unterfranken,ERDF,1996,1989-1993,0,130888,68601,2169
DE,DE2,DE26 Unterfranken,DE26,Unterfranken,ERDF,1997,1989-1993,44347,398035,105348,3331
DE,DE2,DE26 Unterfranken,DE26,Unterfranken,ERDF,1998,1989-1993,1359435,832596,55785,1764
DE,DE2,DE26 Unterfranken,DE26,Unterfranken,ERDF,2000,1989-1993,9112,0,0,0
DE,DE2,DE27 Schwaben,DE27,Schwaben,EAFRD,1992,1989-1993,0,1101900,223249,7059
DE,DE2,DE27 Schwaben,DE27,Schwaben,EAFRD,1993,1989-1993,4770681,3668781,223249,7059
DE,DE2,DE27 Schwaben,DE27,Schwaben,EAFRD,1995,1989-1993,0,144924,29362,928
DE,DE2,DE27 Schwaben,DE27,Schwaben,EAFRD,1996,1989-1993,627451,482526,29362,928
DE,DE2,DE27 Schwaben,DE27,Schwaben,EAFRD,1997,1989-1993,0,224484,45481,1438
DE,DE2,DE27 Schwaben,DE27,Schwaben,EAFRD,1998,1989-1993,0,747423,45481,1438
DE,DE2,DE27 Schwaben,DE27,Schwaben,EAFRD,1999,1989-1993,50649,0,0,0
DE,DE2,DE27 Schwaben,DE27,Schwaben,EAFRD,2002,1989-1993,921258,0,0,0
DE,DE2,DE27 Schwaben,DE27,Schwaben,ERDF,1989,1989-1993,0,59055,6146,194
DE,DE2,DE27 Schwaben,DE27,Schwaben,ERDF,1990,1989-1993,150797,91742,6146,194
DE,DE2,DE27 Schwaben,DE27,Schwaben,ERDF,1991,1989-1993,0,1263489,131512,4158
DE,DE2,DE27 Schwaben,DE27,Schwaben,ERDF,1992,1989-1993,3226308,5451768,231640,7325
DE,DE2,DE27 Schwaben,DE27,Schwaben,ERDF,1993,1989-1993,8909000,5923447,310756,9826
DE,DE2,DE27 Schwaben,DE27,Schwaben,ERDF,1994,1989-1993,1284468,794502,55106,1742
DE,DE2,DE27 Schwaben,DE27,Schwaben,ERDF,1995,1989-1993,0,52760,49656,1570
DE,DE2,DE27 Schwaben,DE27,Schwaben,ERDF,1996,1989-1993,0,168635,88385,2794
DE,DE2,DE27 Schwaben,DE27,Schwaben,ERDF,1997,1989-1993,57137,512825,135730,4292
DE,DE2,DE27 Schwaben,DE27,Schwaben,ERDF,1998,1989-1993,1751484,1072709,71873,2272
DE,DE2,DE27 Schwaben,DE27,Schwaben,ERDF,2000,1989-1993,11740,0,0,0
DE,DE3,DE30 Berlin,DE30,Berlin,ERDF,1989,1989-1993,7500000,7500000,0,0
DE,DE3,DE30 Berlin,DE30,Berlin,ERDF,1990,1989-1993,0,10240518,1439631,45525
DE,DE3,DE30 Berlin,DE30,Berlin,ERDF,1991,1989-1993,33653882,34221563,79805,2523
DE,DE3,DE30 Berlin,DE30,Berlin,ERDF,1992,1989-1993,35519475,42436629,972426,30750
DE,DE3,DE30 Berlin,DE30,Berlin,ERDF,1993,1989-1993,58251633,52888284,753989,23843
DE,DE3,DE30 Berlin,DE30,Berlin,ERDF,1994,1989-1993,40625815,32469658,1193247,37733
DE,DE3,DE30 Berlin,DE30,Berlin,ERDF,1995,1989-1993,13070000,10134720,785095,24826
DE,DE3,DE30 Berlin,DE30,Berlin,ERDF,1996,1989-1993,373773,3651320,958893,30322
DE,DE3,DE30 Berlin,DE30,Berlin,ERDF,1997,1989-1993,14940141,10399839,638287,20184
DE,DE3,DE30 Berlin,DE30,Berlin,ERDF,1998,1989-1993,0,17859,1098,34
DE,DE3,DE30 Berlin,DE30,Berlin,ERDF,2000,1989-1993,25671,0,0,0
DE,DE4,DE40 Brandenburg,DE40,Brandenburg,ERDF,1990,1989-1993,0,8912709,1894102,59896
DE,DE4,DE40 Brandenburg,DE40,Brandenburg,ERDF,1991,1989-1993,40000000,55234061,3237497,102378
DE,DE4,DE40 Brandenburg,DE40,Brandenburg,ERDF,1992,1989-1993,108370054,99756510,1830524,57886
DE,DE4,DE40 Brandenburg,DE40,Brandenburg,ERDF,1993,1989-1993,69712704,57027333,2695857,85250
DE,DE4,DE40 Brandenburg,DE40,Brandenburg,ERDF,1994,1989-1993,12781103,10125761,564305,17844
DE,DE4,DE40 Brandenburg,DE40,Brandenburg,ERDF,1995,1989-1993,864000,671485,40912,1293
DE,DE4,DE40 Brandenburg,DE40,Brandenburg,ERDF,1996,1989-1993,0,127132,27017,854
DE,DE4,DE40 Brandenburg,DE40,Brandenburg,ERDF,1997,1989-1993,570567,3169244,552263,17464
DE,DE4,DE40 Brandenburg,DE40,Brandenburg,ERDF,1998,1989-1993,12214250,9507549,579280,18318
DE,DE4,DE40 Brandenburg,DE40,Brandenburg,ERDF,2000,1989-1993,19108,0,0,0
DE,DE5,DE50 Bremen,DE50,Bremen,EAFRD,1992,1989-1993,0,3448,432,13
DE,DE5,DE50 Bremen,DE50,Bremen,EAFRD,1993,1989-1993,10348,6900,432,13
DE,DE5,DE50 Bremen,DE50,Bremen,EAFRD,1995,1989-1993,0,87,126,3
DE,DE5,DE50 Bremen,DE50,Bremen,EAFRD,1996,1989-1993,0,382,278,8
DE,DE5,DE50 Bremen,DE50,Bremen,EAFRD,1997,1989-1993,0,1379,383,12
DE,DE5,DE50 Bremen,DE50,Bremen,EAFRD,1998,1989-1993,0,3702,231,7
DE,DE5,DE50 Bremen,DE50,Bremen,EAFRD,1999,1989-1993,5553,0,0,0
DE,DE5,DE50 Bremen,DE50,Bremen,ERDF,1989,1989-1993,0,2401972,702033,22200
DE,DE5,DE50 Bremen,DE50,Bremen,ERDF,1990,1989-1993,13760654,11513851,656681,20766
DE,DE5,DE50 Bremen,DE50,Bremen,ERDF,1991,1989-1993,888950,4046007,922724,29179
DE,DE5,DE50 Bremen,DE50,Bremen,ERDF,1992,1989-1993,18975405,18256506,210115,6644
DE,DE5,DE50 Bremen,DE50,Bremen,ERDF,1993,1989-1993,14856907,13251090,469337,14841
DE,DE5,DE50 Bremen,DE50,Bremen,ERDF,1994,1989-1993,5657345,4764685,260900,8250
DE,DE5,DE50 Bremen,DE50,Bremen,ERDF,1995,1989-1993,543390,1225767,199440,6306
DE,DE5,DE50 Bremen,DE50,Bremen,ERDF,1996,1989-1993,4452659,3677096,226676,7168
DE,DE5,DE50 Bremen,DE50,Bremen,ERDF,1997,1989-1993,9538,15067,1616,51
DE,DE5,DE50 Bremen,DE50,Bremen,ERDF,1998,1989-1993,36252,34021,2102,66
DE,DE5,DE50 Bremen,DE50,Bremen,ERDF,2000,1989-1993,4963,0,0,0
DE,DE6,DE60 Hamburg,DE60,Hamburg,EAFRD,1992,1989-1993,0,9245,1158,36
DE,DE6,DE60 Hamburg,DE60,Hamburg,EAFRD,1993,1989-1993,27745,18500,1158,36
DE,DE6,DE60 Hamburg,DE60,Hamburg,EAFRD,1995,1989-1993,0,235,337,10
DE,DE6,DE60 Hamburg,DE60,Hamburg,EAFRD,1996,1989-1993,0,1026,747,23
DE,DE6,DE60 Hamburg,DE60,Hamburg,EAFRD,1997,1989-1993,0,3698,1027,32
DE,DE6,DE60 Hamburg,DE60,Hamburg,EAFRD,1998,1989-1993,0,9927,621,19
DE,DE6,DE60 Hamburg,DE60,Hamburg,EAFRD,1999,1989-1993,14888,0,0,0
DE,DE6,DE60 Hamburg,DE60,Hamburg,ERDF,1989,1989-1993,0,46062,86681,2741
DE,DE6,DE60 Hamburg,DE60,Hamburg,ERDF,1990,1989-1993,0,144604,206444,6528
DE,DE6,DE60 Hamburg,DE60,Hamburg,ERDF,1991,1989-1993,0,926762,146701,4639
DE,DE6,DE60 Hamburg,DE60,Hamburg,ERDF,1992,1989-1993,1276279,890187,266999,8443
DE,DE6,DE60 Hamburg,DE60,Hamburg,ERDF,1993,1989-1993,314085,1408087,228764,7234
DE,DE6,DE60 Hamburg,DE60,Hamburg,ERDF,1994,1989-1993,1937132,1307907,348806,11030
DE,DE6,DE60 Hamburg,DE60,Hamburg,ERDF,1995,1989-1993,143000,1974142,508529,16081
DE,DE6,DE60 Hamburg,DE60,Hamburg,ERDF,1996,1989-1993,3755131,1711817,221747,7012
DE,DE6,DE60 Hamburg,DE60,Hamburg,ERDF,1997,1989-1993,1380388,455132,77091,2437
DE,DE6,DE60 Hamburg,DE60,Hamburg,ERDF,1998,1989-1993,87692,29905,5755,182
DE,DE6,DE60 Hamburg,DE60,Hamburg,ERDF,2000,1989-1993,12006,0,0,0
DE,DE7,DE71 Darmstadt,DE71,Darmstadt,EAFRD,1992,1989-1993,0,377412,75641,2391
DE,DE7,DE71 Darmstadt,DE71,Darmstadt,EAFRD,1993,1989-1993,1620763,1243350,75641,2391
DE,DE7,DE71 Darmstadt,DE71,Darmstadt,EAFRD,1994,1989-1993,0,217548,43601,1378
DE,DE7,DE71 Darmstadt,DE71,Darmstadt,EAFRD,1995,1989-1993,934240,861724,14533,459
DE,DE7,DE71 Darmstadt,DE71,Darmstadt,EAFRD,1996,1989-1993,622826,477794,29067,919
DE,DE7,DE71 Darmstadt,DE71,Darmstadt,EAFRD,1997,1989-1993,0,7958,1595,50
DE,DE7,DE71 Darmstadt,DE71,Darmstadt,EAFRD,1998,1989-1993,0,26219,1595,50
DE,DE7,DE71 Darmstadt,DE71,Darmstadt,EAFRD,1999,1989-1993,34178,0,0,0
DE,DE7,DE71 Darmstadt,DE71,Darmstadt,ERDF,1990,1989-1993,0,294996,43032,1360
DE,DE7,DE71 Darmstadt,DE71,Darmstadt,ERDF,1991,1989-1993,997381,1774300,113331,3583
DE,DE7,DE71 Darmstadt,DE71,Darmstadt,ERDF,1992,1989-1993,3624140,3634123,1456,46
DE,DE7,DE71 Darmstadt,DE71,Darmstadt,ERDF,1993,1989-1993,3657893,3098389,81616,2580
DE,DE7,DE71 Darmstadt,DE71,Darmstadt,ERDF,1994,1989-1993,1766215,1243820,76203,2409
DE,DE7,DE71 Darmstadt,DE71,Darmstadt,ERDF,1995,1989-1993,0,107234,20425,645
DE,DE7,DE71 Darmstadt,DE71,Darmstadt,ERDF,1996,1989-1993,318766,299641,3677,116
DE,DE7,DE71 Darmstadt,DE71,Darmstadt,ERDF,1997,1989-1993,262095,237359,11287,356
DE,DE7,DE71 Darmstadt,DE71,Darmstadt,ERDF,1998,1989-1993,188459,150890,9244,292
DE,DE7,DE71 Darmstadt,DE71,Darmstadt,ERDF,2000,1989-1993,25802,0,0,0
DE,DE7,DE72 Gießen,DE72,Gießen,EAFRD,1992,1989-1993,0,272349,54584,1726
DE,DE7,DE72 Gießen,DE72,Gießen,EAFRD,1993,1989-1993,1169578,897228,54584,1726
DE,DE7,DE72 Gießen,DE72,Gießen,EAFRD,1994,1989-1993,0,156987,31463,994
DE,DE7,DE72 Gießen,DE72,Gießen,EAFRD,1995,1989-1993,674168,621838,10487,331
DE,DE7,DE72 Gießen,DE72,Gießen,EAFRD,1996,1989-1993,449445,344787,20975,663
DE,DE7,DE72 Gießen,DE72,Gießen,EAFRD,1997,1989-1993,0,5743,1151,36
DE,DE7,DE72 Gießen,DE72,Gießen,EAFRD,1998,1989-1993,0,18920,1151,36
DE,DE7,DE72 Gießen,DE72,Gießen,EAFRD,1999,1989-1993,24664,0,0,0
DE,DE7,DE72 Gießen,DE72,Gießen,ERDF,1990,1989-1993,0,82725,12067,381
DE,DE7,DE72 Gießen,DE72,Gießen,ERDF,1991,1989-1993,279694,497564,31781,1005
DE,DE7,DE72 Gießen,DE72,Gießen,ERDF,1992,1989-1993,1016312,1019111,408,12
DE,DE7,DE72 Gießen,DE72,Gießen,ERDF,1993,1989-1993,1025777,868876,22887,723
DE,DE7,DE72 Gießen,DE72,Gießen,ERDF,1994,1989-1993,495297,348802,21369,675
DE,DE7,DE72 Gießen,DE72,Gießen,ERDF,1995,1989-1993,0,30071,5727,181
DE,DE7,DE72 Gießen,DE72,Gießen,ERDF,1996,1989-1993,89391,84027,1031,32
DE,DE7,DE72 Gießen,DE72,Gießen,ERDF,1997,1989-1993,73499,66562,3165,100
DE,DE7,DE72 Gießen,DE72,Gießen,ERDF,1998,1989-1993,52849,42313,2592,81
DE,DE7,DE72 Gießen,DE72,Gießen,ERDF,2000,1989-1993,7235,0,0,0
DE,DE7,DE73 Kassel,DE73,Kassel,EAFRD,1992,1989-1993,0,511241,102463,3240
DE,DE7,DE73 Kassel,DE73,Kassel,EAFRD,1993,1989-1993,2195477,1684236,102463,3240
DE,DE7,DE73 Kassel,DE73,Kassel,EAFRD,1994,1989-1993,0,294689,59062,1867
DE,DE7,DE73 Kassel,DE73,Kassel,EAFRD,1995,1989-1993,1265517,1167287,19687,622
DE,DE7,DE73 Kassel,DE73,Kassel,EAFRD,1996,1989-1993,843678,647218,39374,1245
DE,DE7,DE73 Kassel,DE73,Kassel,EAFRD,1997,1989-1993,0,10781,2160,68
DE,DE7,DE73 Kassel,DE73,Kassel,EAFRD,1998,1989-1993,0,35517,2160,68
DE,DE7,DE73 Kassel,DE73,Kassel,EAFRD,1999,1989-1993,46298,0,0,0
DE,DE7,DE73 Kassel,DE73,Kassel,ERDF,1990,1989-1993,0,99800,14558,460
DE,DE7,DE73 Kassel,DE73,Kassel,ERDF,1991,1989-1993,337424,600263,38341,1212
DE,DE7,DE73 Kassel,DE73,Kassel,ERDF,1992,1989-1993,1226082,1229460,492,15
DE,DE7,DE73 Kassel,DE73,Kassel,ERDF,1993,1989-1993,1237501,1048215,27611,873
DE,DE7,DE73 Kassel,DE73,Kassel,ERDF,1994,1989-1993,597528,420796,25780,815
DE,DE7,DE73 Kassel,DE73,Kassel,ERDF,1995,1989-1993,0,36278,6909,218
DE,DE7,DE73 Kassel,DE73,Kassel,ERDF,1996,1989-1993,107841,101371,1244,39
DE,DE7,DE73 Kassel,DE73,Kassel,ERDF,1997,1989-1993,88669,80300,3818,120
DE,DE7,DE73 Kassel,DE73,Kassel,ERDF,1998,1989-1993,63757,51047,3127,98
DE,DE7,DE73 Kassel,DE73,Kassel,ERDF,2000,1989-1993,8729,0,0,0
DE,DE8,DE80 Mecklenburg-Vorpommern,DE80,Mecklenburg-Vorpommern,ERDF,1990,1989-1993,0,6364110,1414785,44739
DE,DE8,DE80 Mecklenburg-Vorpommern,DE80,Mecklenburg-Vorpommern,ERDF,1991,1989-1993,29550000,40421761,2416866,76428
DE,DE8,DE80 Mecklenburg-Vorpommern,DE80,Mecklenburg-Vorpommern,ERDF,1992,1989-1993,80030040,73845110,1374952,43479
DE,DE8,DE80 Mecklenburg-Vorpommern,DE80,Mecklenburg-Vorpommern,ERDF,1993,1989-1993,51312015,43022262,1842868,58276
DE,DE8,DE80 Mecklenburg-Vorpommern,DE80,Mecklenburg-Vorpommern,ERDF,1994,1989-1993,12820822,10166886,589988,18657
DE,DE8,DE80 Mecklenburg-Vorpommern,DE80,Mecklenburg-Vorpommern,ERDF,1995,1989-1993,498000,2745338,499598,15798
DE,DE8,DE80 Mecklenburg-Vorpommern,DE80,Mecklenburg-Vorpommern,ERDF,1996,1989-1993,10932901,8655703,506236,16008
DE,DE8,DE80 Mecklenburg-Vorpommern,DE80,Mecklenburg-Vorpommern,ERDF,1997,1989-1993,359360,285032,16523,522
DE,DE8,DE80 Mecklenburg-Vorpommern,DE80,Mecklenburg-Vorpommern,ERDF,1998,1989-1993,0,11171,681,21
DE,DE8,DE80 Mecklenburg-Vorpommern,DE80,Mecklenburg-Vorpommern,ERDF,2000,1989-1993,14237,0,0,0
DE,DE9,DE91 Braunschweig,DE91,Braunschweig,EAFRD,1992,1989-1993,0,148332,35192,1112
DE,DE9,DE91 Braunschweig,DE91,Braunschweig,EAFRD,1993,1989-1993,723604,737129,3208,101
DE,DE9,DE91 Braunschweig,DE91,Braunschweig,EAFRD,1994,1989-1993,789583,627725,38401,1214
DE,DE9,DE91 Braunschweig,DE91,Braunschweig,EAFRD,1995,1989-1993,0,60654,14390,455
DE,DE9,DE91 Braunschweig,DE91,Braunschweig,EAFRD,1996,1989-1993,295888,235233,14390,455
DE,DE9,DE91 Braunschweig,DE91,Braunschweig,EAFRD,1997,1989-1993,0,4369,1036,32
DE,DE9,DE91 Braunschweig,DE91,Braunschweig,EAFRD,1998,1989-1993,0,16947,1036,32
DE,DE9,DE91 Braunschweig,DE91,Braunschweig,EAFRD,1999,1989-1993,21317,0,0,0
DE,DE9,DE91 Braunschweig,DE91,Braunschweig,ERDF,1989,1989-1993,0,657166,123524,3906
DE,DE9,DE91 Braunschweig,DE91,Braunschweig,ERDF,1990,1989-1993,2689531,2280398,76902,2431
